time,value
2024-07-14T01:14:01.531006516Z,{"lat":10.845424902866856,"lon":106.68208787593052}
2024-07-14T01:14:02.502106234Z,{"lat":10.845424902866856,"lon":106.68208787593052}
2024-07-14T01:14:03.523199905Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:04.52505492Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:05.540104507Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:06.540122306Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:07.538019628Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:08.549245716Z,{"lat":10.845448284762286,"lon":106.68211078761492}
2024-07-14T01:14:09.571246618Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:10.577235541Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:11.58929563Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:12.609452489Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:13.620406358Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:14.617290915Z,{"lat":10.845433103804721,"lon":106.68208268780873}
2024-07-14T01:14:15.6396973Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:16.627183499Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:17.640328692Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:18.639766132Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:19.65759748Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:20.671636419Z,{"lat":10.845351790182201,"lon":106.68207009957844}
2024-07-14T01:14:21.67761362Z,{"lat":10.84543825767184,"lon":106.68208188690681}
2024-07-14T01:14:22.676674314Z,{"lat":10.84543825767184,"lon":106.68208188690681}
2024-07-14T01:14:23.707532947Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:24.693408807Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:25.717630391Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:26.75064993Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:28.86317467Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:28.865216119Z,{"lat":10.845447261660945,"lon":106.68212114163819}
2024-07-14T01:14:29.767047842Z,{"lat":10.845435680535308,"lon":106.68208655829638}
2024-07-14T01:14:30.777189479Z,{"lat":10.845435680535308,"lon":106.68208655829638}
2024-07-14T01:14:31.78478797Z,{"lat":10.845435680535308,"lon":106.68208655829638}
2024-07-14T01:14:32.781013029Z,{"lat":10.845435680535308,"lon":106.68208655829638}
2024-07-14T01:14:33.798093062Z,{"lat":10.845435680535308,"lon":106.68208655829638}
2024-07-14T01:14:34.817951834Z,{"lat":10.845446798949874,"lon":106.68207834169058}
2024-07-14T01:14:35.810957949Z,{"lat":10.845428215332676,"lon":106.68208666352282}
2024-07-14T01:14:36.826904543Z,{"lat":10.845428215332676,"lon":106.68208666352282}
2024-07-14T01:14:37.847770599Z,{"lat":10.845428215332676,"lon":106.68208666352282}
2024-07-14T01:14:38.861821505Z,{"lat":10.845428215332676,"lon":106.68208666352282}
2024-07-14T01:14:39.865108292Z,{"lat":10.845428215332676,"lon":106.68208666352282}
2024-07-14T01:14:40.881176105Z,{"lat":10.845441795407753,"lon":106.68208042514506}
2024-07-14T01:14:41.895057496Z,{"lat":10.845455432043849,"lon":106.68208250814469}
2024-07-14T01:14:42.910212152Z,{"lat":10.845455432043849,"lon":106.68208250814469}
2024-07-14T01:14:43.915504633Z,{"lat":10.845455432043849,"lon":106.68208250814469}
2024-07-14T01:14:44.93330355Z,{"lat":10.845455432043849,"lon":106.68208250814469}
2024-07-14T01:14:45.949750401Z,{"lat":10.845455432043849,"lon":106.68208250814469}
2024-07-14T01:14:47.094989796Z,{"lat":10.845455578145046,"lon":106.68207952318863}
2024-07-14T01:14:47.979457984Z,{"lat":10.845428433990737,"lon":106.68208726533625}
2024-07-14T01:14:48.995430544Z,{"lat":10.845428433990737,"lon":106.68208726533625}
2024-07-14T01:14:49.998456092Z,{"lat":10.845428433990737,"lon":106.68208726533625}
2024-07-14T01:14:51.018465455Z,{"lat":10.845428433990737,"lon":106.68208726533625}
2024-07-14T01:14:52.651425907Z,{"lat":10.845428433990737,"lon":106.68208726533625}
2024-07-14T01:14:53.093263558Z,{"lat":10.845438576192803,"lon":106.68208316959162}
2024-07-14T01:14:54.068650764Z,{"lat":10.845425270266091,"lon":106.68208785506063}
2024-07-14T01:14:55.079312521Z,{"lat":10.845425270266091,"lon":106.68208785506063}
2024-07-14T01:14:56.085473565Z,{"lat":10.845425270266091,"lon":106.68208785506063}
2024-07-14T01:14:57.086444957Z,{"lat":10.845425270266091,"lon":106.68208785506063}
2024-07-14T01:14:58.100506361Z,{"lat":10.845425270266091,"lon":106.68208785506063}
2024-07-14T01:14:59.237554371Z,{"lat":10.845437781640644,"lon":106.68208375179363}
2024-07-14T01:15:00.128827004Z,{"lat":10.845401966645714,"lon":106.68207480886527}
2024-07-14T01:15:01.144753678Z,{"lat":10.845401966645714,"lon":106.68207480886527}
2024-07-14T01:15:02.149826094Z,{"lat":10.845401966645714,"lon":106.68207480886527}
2024-07-14T01:15:03.167707462Z,{"lat":10.845401966645714,"lon":106.68207480886527}
2024-07-14T01:15:04.182000953Z,{"lat":10.845401966645714,"lon":106.68207480886527}
2024-07-14T01:15:05.228559452Z,{"lat":10.845426434585589,"lon":106.68207696967926}
2024-07-14T01:15:06.206854834Z,{"lat":10.845470322518388,"lon":106.68207945257957}
2024-07-14T01:15:07.211798769Z,{"lat":10.845470322518388,"lon":106.68207945257957}
2024-07-14T01:15:08.216663013Z,{"lat":10.845470322518388,"lon":106.68207945257957}
2024-07-14T01:15:09.214001622Z,{"lat":10.845470322518388,"lon":106.68207945257957}
2024-07-14T01:15:10.233082407Z,{"lat":10.845470322518388,"lon":106.68207945257957}
2024-07-14T01:15:11.263109987Z,{"lat":10.845465576489527,"lon":106.68208084796909}
2024-07-14T01:15:12.245728322Z,{"lat":10.84543640408269,"lon":106.68208500569467}
2024-07-14T01:15:13.245783459Z,{"lat":10.84543640408269,"lon":106.68208500569467}
2024-07-14T01:15:14.265010982Z,{"lat":10.84543640408269,"lon":106.68208500569467}
2024-07-14T01:15:15.281989014Z,{"lat":10.84543640408269,"lon":106.68208500569467}
2024-07-14T01:15:16.282103586Z,{"lat":10.84543640408269,"lon":106.68208500569467}
2024-07-14T01:15:17.280178747Z,{"lat":10.845442636886744,"lon":106.68208426739302}
2024-07-14T01:15:18.301179675Z,{"lat":10.84542578812016,"lon":106.68208803125196}
2024-07-14T01:15:19.844123812Z,{"lat":10.84542578812016,"lon":106.68208803125196}
2024-07-14T01:15:20.314149283Z,{"lat":10.84542578812016,"lon":106.68208803125196}
2024-07-14T01:15:21.333108897Z,{"lat":10.84542578812016,"lon":106.68208803125196}
2024-07-14T01:15:22.354267304Z,{"lat":10.84542578812016,"lon":106.68208803125196}
2024-07-14T01:15:23.347469734Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:24.365165633Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:25.382169356Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:26.398252159Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:27.409164764Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:29.046473716Z,{"lat":10.845424085247142,"lon":106.6820883795259}
2024-07-14T01:15:29.457437709Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:30.448446467Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:31.454291974Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:32.465730053Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:33.482356142Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:35.105499456Z,{"lat":10.84547086176769,"lon":106.68210344148946}
2024-07-14T01:15:36.116407674Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:36.515604421Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:37.531420378Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:38.547638299Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:39.548912148Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:41.23085182Z,{"lat":10.84543682850473,"lon":106.6820870813137}
2024-07-14T01:15:41.608836502Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:42.605096717Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:43.602679909Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:44.613853919Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:45.639688411Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:46.654665418Z,{"lat":10.845455056318833,"lon":106.6820821191418}
2024-07-14T01:15:47.663850389Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:48.658264207Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:49.695087784Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:50.707897126Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:51.730850385Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:52.729900126Z,{"lat":10.845456657871805,"lon":106.68208228183147}
2024-07-14T01:15:53.760067623Z,{"lat":10.845426470681913,"lon":106.68208771163623}
2024-07-14T01:15:54.770816934Z,{"lat":10.845426470681913,"lon":106.68208771163623}
2024-07-14T01:15:55.787033024Z,{"lat":10.845426470681913,"lon":106.68208771163623}
2024-07-14T01:15:56.795972713Z,{"lat":10.845426470681913,"lon":106.68208771163623}
2024-07-14T01:15:57.811944884Z,{"lat":10.845426470681913,"lon":106.68208771163623}
2024-07-14T01:15:58.830050053Z,{"lat":10.845433603100025,"lon":106.68208466216451}
2024-07-14T01:15:59.832238917Z,{"lat":10.845426582861629,"lon":106.68208754939951}
2024-07-14T01:16:00.856297163Z,{"lat":10.845426582861629,"lon":106.68208754939951}
2024-07-14T01:16:01.885410608Z,{"lat":10.845426582861629,"lon":106.68208754939951}
2024-07-14T01:16:02.890097285Z,{"lat":10.845426582861629,"lon":106.68208754939951}
2024-07-14T01:16:03.88503574Z,{"lat":10.845426582861629,"lon":106.68208754939951}
2024-07-14T01:16:04.886120269Z,{"lat":10.845435967598407,"lon":106.68208439857018}
2024-07-14T01:16:05.882347626Z,{"lat":10.845425989452156,"lon":106.6820876928498}
2024-07-14T01:16:06.901643875Z,{"lat":10.845425989452156,"lon":106.6820876928498}
2024-07-14T01:16:07.918210794Z,{"lat":10.845425989452156,"lon":106.6820876928498}
2024-07-14T01:16:08.920498348Z,{"lat":10.845425989452156,"lon":106.6820876928498}
2024-07-14T01:16:09.926408584Z,{"lat":10.845425989452156,"lon":106.6820876928498}
2024-07-14T01:16:11.062418388Z,{"lat":10.845437158822204,"lon":106.6820843820127}
2024-07-14T01:16:11.941580526Z,{"lat":10.845454702640053,"lon":106.68208295762761}
2024-07-14T01:16:12.961748167Z,{"lat":10.845454702640053,"lon":106.68208295762761}
2024-07-14T01:16:13.963598053Z,{"lat":10.845454702640053,"lon":106.68208295762761}
2024-07-14T01:16:14.987342417Z,{"lat":10.845454702640053,"lon":106.68208295762761}
2024-07-14T01:16:16.000607639Z,{"lat":10.845454702640053,"lon":106.68208295762761}
2024-07-14T01:16:17.080519315Z,{"lat":10.845453561075988,"lon":106.68208176133382}
2024-07-14T01:16:18.018351949Z,{"lat":10.84542768208476,"lon":106.68208770667822}
2024-07-14T01:16:19.039912113Z,{"lat":10.84542768208476,"lon":106.68208770667822}
2024-07-14T01:16:20.68880411Z,{"lat":10.84542768208476,"lon":106.68208770667822}
2024-07-14T01:16:21.07587416Z,{"lat":10.84542768208476,"lon":106.68208770667822}
2024-07-14T01:16:22.085908375Z,{"lat":10.84542768208476,"lon":106.68208770667822}
2024-07-14T01:16:23.10598302Z,{"lat":10.845437061016352,"lon":106.68208470568912}
2024-07-14T01:16:24.686879149Z,{"lat":10.845424480490962,"lon":106.68208818990732}
2024-07-14T01:16:25.139969394Z,{"lat":10.845424480490962,"lon":106.68208818990732}
2024-07-14T01:16:26.156861129Z,{"lat":10.845424480490962,"lon":106.68208818990732}
2024-07-14T01:16:27.178950387Z,{"lat":10.845424480490962,"lon":106.68208818990732}
2024-07-14T01:16:28.188003785Z,{"lat":10.845424480490962,"lon":106.68208818990732}
2024-07-14T01:16:29.749298552Z,{"lat":10.845436636627491,"lon":106.68208476831818}
2024-07-14T01:16:30.220136549Z,{"lat":10.845426819074511,"lon":106.68208776786251}
2024-07-14T01:16:31.21910005Z,{"lat":10.845426819074511,"lon":106.68208776786251}
2024-07-14T01:16:32.765064605Z,{"lat":10.845426819074511,"lon":106.68208776786251}
2024-07-14T01:16:33.244490963Z,{"lat":10.845426819074511,"lon":106.68208776786251}
2024-07-14T01:16:34.252818581Z,{"lat":10.845426819074511,"lon":106.68208776786251}
2024-07-14T01:16:35.269388045Z,{"lat":10.845439132973684,"lon":106.68208434459451}
2024-07-14T01:16:36.284157323Z,{"lat":10.845427619100567,"lon":106.68208742535015}
2024-07-14T01:16:37.301272676Z,{"lat":10.845427619100567,"lon":106.68208742535015}
2024-07-14T01:16:38.308918663Z,{"lat":10.845427619100567,"lon":106.68208742535015}
2024-07-14T01:16:39.306322455Z,{"lat":10.845427619100567,"lon":106.68208742535015}
2024-07-14T01:16:40.320463729Z,{"lat":10.845427619100567,"lon":106.68208742535015}
2024-07-14T01:16:41.327147236Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:42.336371429Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:43.340363397Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:44.353558911Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:45.372118873Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:46.3716052Z,{"lat":10.8454302566155,"lon":106.6820909699549}
2024-07-14T01:16:47.388421813Z,{"lat":10.845455529807714,"lon":106.68208305092848}
2024-07-14T01:16:48.401143038Z,{"lat":10.84545851787459,"lon":106.68208251507215}
2024-07-14T01:16:49.402492136Z,{"lat":10.84545851787459,"lon":106.68208251507215}
2024-07-14T01:16:50.41928929Z,{"lat":10.84545851787459,"lon":106.68208251507215}
2024-07-14T01:16:51.433454248Z,{"lat":10.84545851787459,"lon":106.68208251507215}
2024-07-14T01:16:52.440692518Z,{"lat":10.84545851787459,"lon":106.68208251507215}
2024-07-14T01:16:53.454653288Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:54.456759815Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:55.473299383Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:56.473625118Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:57.491611053Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:58.504621987Z,{"lat":10.845428044259698,"lon":106.68208705717177}
2024-07-14T01:16:59.506930123Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:00.524812675Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:01.545087916Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:02.538724283Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:03.556237149Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:04.57309444Z,{"lat":10.845451551172657,"lon":106.68211097850633}
2024-07-14T01:17:05.573867141Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:06.587896377Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:07.609041069Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:08.622152775Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:09.637973432Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:10.645848009Z,{"lat":10.84542624539312,"lon":106.68208621295814}
2024-07-14T01:17:11.658126139Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:12.678493165Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:13.694103389Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:14.715149306Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:15.706955376Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:16.726989537Z,{"lat":10.845419884472784,"lon":106.68206296761667}
2024-07-14T01:17:17.741281406Z,{"lat":10.845432389031632,"lon":106.68208373783119}
2024-07-14T01:17:18.773113085Z,{"lat":10.845432389031632,"lon":106.68208373783119}
2024-07-14T01:17:19.773491029Z,{"lat":10.845432389031632,"lon":106.68208373783119}
2024-07-14T01:17:20.785182951Z,{"lat":10.845432389031632,"lon":106.68208373783119}
2024-07-14T01:17:21.813413159Z,{"lat":10.845432389031632,"lon":106.68208373783119}
2024-07-14T01:17:22.81619321Z,{"lat":10.845442707749395,"lon":106.68208359124903}
2024-07-14T01:17:23.827173454Z,{"lat":10.845432221328611,"lon":106.68208561819992}
2024-07-14T01:17:24.861346121Z,{"lat":10.845432221328611,"lon":106.68208561819992}
2024-07-14T01:17:25.856424093Z,{"lat":10.845432221328611,"lon":106.68208561819992}
2024-07-14T01:17:26.877365399Z,{"lat":10.845432221328611,"lon":106.68208561819992}
2024-07-14T01:17:27.873453071Z,{"lat":10.845432221328611,"lon":106.68208561819992}
2024-07-14T01:17:28.891365292Z,{"lat":10.845442340214637,"lon":106.68208448499004}
2024-07-14T01:17:29.903808375Z,{"lat":10.84542814205279,"lon":106.68208747948658}
2024-07-14T01:17:30.904840891Z,{"lat":10.84542814205279,"lon":106.68208747948658}
2024-07-14T01:17:32.570516469Z,{"lat":10.84542814205279,"lon":106.68208747948658}
2024-07-14T01:17:32.964846044Z,{"lat":10.84542814205279,"lon":106.68208747948658}
2024-07-14T01:17:33.962882753Z,{"lat":10.84542814205279,"lon":106.68208747948658}
2024-07-14T01:17:35.071788036Z,{"lat":10.845440088841562,"lon":106.68208520771381}
2024-07-14T01:17:35.990622963Z,{"lat":10.84543459572005,"lon":106.68208601793683}
2024-07-14T01:17:36.992895111Z,{"lat":10.84543459572005,"lon":106.68208601793683}
2024-07-14T01:17:38.010244269Z,{"lat":10.84543459572005,"lon":106.68208601793683}
2024-07-14T01:17:39.034976019Z,{"lat":10.84543459572005,"lon":106.68208601793683}
2024-07-14T01:17:40.040913758Z,{"lat":10.84543459572005,"lon":106.68208601793683}
2024-07-14T01:17:41.05895626Z,{"lat":10.845443867366171,"lon":106.68208405900033}
2024-07-14T01:17:42.071894679Z,{"lat":10.845473985101183,"lon":106.68210475308817}
2024-07-14T01:17:43.094895008Z,{"lat":10.845473985101183,"lon":106.68210475308817}
2024-07-14T01:17:44.107990752Z,{"lat":10.845473985101183,"lon":106.68210475308817}
2024-07-14T01:17:45.127463412Z,{"lat":10.845473985101183,"lon":106.68210475308817}
2024-07-14T01:17:46.142776095Z,{"lat":10.845473985101183,"lon":106.68210475308817}
2024-07-14T01:17:47.257916325Z,{"lat":10.845464314334887,"lon":106.68209385740751}
2024-07-14T01:17:48.172106844Z,{"lat":10.845434493353258,"lon":106.68208622193214}
2024-07-14T01:17:49.188311531Z,{"lat":10.845434493353258,"lon":106.68208622193214}
2024-07-14T01:17:50.209353826Z,{"lat":10.845434493353258,"lon":106.68208622193214}
2024-07-14T01:17:51.228392896Z,{"lat":10.845434493353258,"lon":106.68208622193214}
2024-07-14T01:17:52.225257339Z,{"lat":10.845434493353258,"lon":106.68208622193214}
2024-07-14T01:17:53.247667244Z,{"lat":10.84543946501384,"lon":106.68208210803185}
2024-07-14T01:17:54.249176252Z,{"lat":10.845425062848808,"lon":106.68208740575818}
2024-07-14T01:17:55.867759339Z,{"lat":10.845425062848808,"lon":106.68208740575818}
2024-07-14T01:17:56.285135917Z,{"lat":10.845425062848808,"lon":106.68208740575818}
2024-07-14T01:17:57.275301985Z,{"lat":10.845425062848808,"lon":106.68208740575818}
2024-07-14T01:17:58.293234716Z,{"lat":10.845425062848808,"lon":106.68208740575818}
2024-07-14T01:17:59.290512792Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:00.897487663Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:01.327574056Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:02.341672309Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:03.344357902Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:04.370510298Z,{"lat":10.845450206025046,"lon":106.68210977252477}
2024-07-14T01:18:05.57367522Z,{"lat":10.845450412002469,"lon":106.6820952779022}
2024-07-14T01:18:06.392366202Z,{"lat":10.845427353436662,"lon":106.68208797925698}
2024-07-14T01:18:07.390541239Z,{"lat":10.845427353436662,"lon":106.68208797925698}
2024-07-14T01:18:08.411410582Z,{"lat":10.845427353436662,"lon":106.68208797925698}
2024-07-14T01:18:09.427850358Z,{"lat":10.845427353436662,"lon":106.68208797925698}
2024-07-14T01:18:10.428482389Z,{"lat":10.845427353436662,"lon":106.68208797925698}
2024-07-14T01:18:11.970858767Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:12.440770664Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:13.447923943Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:14.448716302Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:15.460746995Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:16.474059741Z,{"lat":10.8454334029998,"lon":106.68208562708641}
2024-07-14T01:18:17.477875472Z,{"lat":10.845456694861163,"lon":106.68208212933003}
2024-07-14T01:18:18.489843992Z,{"lat":10.845456694861163,"lon":106.68208212933003}
2024-07-14T01:18:19.509112646Z,{"lat":10.845456694861163,"lon":106.68208212933003}
2024-07-14T01:18:20.526994283Z,{"lat":10.845456694861163,"lon":106.68208212933003}
2024-07-14T01:18:21.544995353Z,{"lat":10.845446583420964,"lon":106.68208384075994}
2024-07-14T01:18:22.562088228Z,{"lat":10.845446583420964,"lon":106.68208384075994}
2024-07-14T01:18:23.562226689Z,{"lat":10.845446583420964,"lon":106.68208384075994}
2024-07-14T01:18:24.576327572Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:25.592126875Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:26.608919862Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:27.629028932Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:28.643141679Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:29.645530415Z,{"lat":10.845428272705654,"lon":106.68208845462448}
2024-07-14T01:18:30.659362728Z,{"lat":10.845447229435987,"lon":106.68210819680642}
2024-07-14T01:18:31.687187558Z,{"lat":10.845447229435987,"lon":106.68210819680642}
2024-07-14T01:18:32.693589617Z,{"lat":10.845447229435987,"lon":106.68210819680642}
2024-07-14T01:18:33.699402587Z,{"lat":10.845447229435987,"lon":106.68210819680642}
2024-07-14T01:18:34.711184211Z,{"lat":10.845447229435987,"lon":106.68210819680642}
2024-07-14T01:18:35.726226707Z,{"lat":10.845445170167869,"lon":106.6820960516198}
2024-07-14T01:18:36.743144427Z,{"lat":10.845445170167869,"lon":106.6820960516198}
2024-07-14T01:18:37.744183759Z,{"lat":10.845445170167869,"lon":106.6820960516198}
2024-07-14T01:18:38.755420789Z,{"lat":10.845445170167869,"lon":106.6820960516198}
2024-07-14T01:18:39.770507192Z,{"lat":10.845445170167869,"lon":106.6820960516198}
2024-07-14T01:18:40.78269759Z,{"lat":10.845444198593096,"lon":106.68208674662682}
2024-07-14T01:18:41.807739808Z,{"lat":10.845428171728475,"lon":106.68208781923968}
2024-07-14T01:18:42.808650467Z,{"lat":10.845428171728475,"lon":106.68208781923968}
2024-07-14T01:18:43.828789044Z,{"lat":10.845428171728475,"lon":106.68208781923968}
2024-07-14T01:18:44.855545862Z,{"lat":10.845428171728475,"lon":106.68208781923968}
2024-07-14T01:18:45.869615061Z,{"lat":10.845428171728475,"lon":106.68208781923968}
2024-07-14T01:18:46.880612793Z,{"lat":10.845435238475222,"lon":106.68208249897148}
2024-07-14T01:18:47.895592523Z,{"lat":10.845400494246883,"lon":106.68210258008128}
2024-07-14T01:18:48.916902486Z,{"lat":10.845400494246883,"lon":106.68210258008128}
2024-07-14T01:18:49.927062293Z,{"lat":10.845400494246883,"lon":106.68210258008128}
2024-07-14T01:18:50.932126547Z,{"lat":10.845400494246883,"lon":106.68210258008128}
2024-07-14T01:18:51.949266157Z,{"lat":10.845400494246883,"lon":106.68210258008128}
2024-07-14T01:18:53.0657503Z,{"lat":10.845422430347668,"lon":106.68209086237049}
2024-07-14T01:18:53.963784308Z,{"lat":10.845424151085778,"lon":106.68208867384057}
2024-07-14T01:18:54.978064953Z,{"lat":10.845424151085778,"lon":106.68208867384057}
2024-07-14T01:18:55.981091211Z,{"lat":10.845424151085778,"lon":106.68208867384057}
2024-07-14T01:18:56.995041659Z,{"lat":10.845424151085778,"lon":106.68208867384057}
2024-07-14T01:18:58.003933871Z,{"lat":10.845424151085778,"lon":106.68208867384057}
2024-07-14T01:18:59.059985093Z,{"lat":10.845439118750729,"lon":106.68208231572957}
2024-07-14T01:19:00.025944412Z,{"lat":10.845426167864353,"lon":106.68208739919639}
2024-07-14T01:19:01.044207985Z,{"lat":10.845426167864353,"lon":106.68208739919639}
2024-07-14T01:19:02.046684154Z,{"lat":10.845426167864353,"lon":106.68208739919639}
2024-07-14T01:19:03.055175362Z,{"lat":10.845426167864353,"lon":106.68208739919639}
2024-07-14T01:19:04.641049067Z,{"lat":10.845426167864353,"lon":106.68208739919639}
2024-07-14T01:19:05.090066196Z,{"lat":10.845440625240327,"lon":106.68208225240582}
2024-07-14T01:19:06.076005338Z,{"lat":10.845474121713027,"lon":106.68210479223055}
2024-07-14T01:19:07.08111803Z,{"lat":10.845474121713027,"lon":106.68210479223055}
2024-07-14T01:19:08.10021166Z,{"lat":10.845474121713027,"lon":106.68210479223055}
2024-07-14T01:19:09.102261966Z,{"lat":10.845474121713027,"lon":106.68210479223055}
2024-07-14T01:19:10.722252217Z,{"lat":10.845474121713027,"lon":106.68210479223055}
2024-07-14T01:19:11.234412427Z,{"lat":10.845466098058267,"lon":106.68209206760429}
2024-07-14T01:19:12.128293105Z,{"lat":10.845435103340913,"lon":106.68209079847757}
2024-07-14T01:19:13.148687416Z,{"lat":10.845435103340913,"lon":106.68209079847757}
2024-07-14T01:19:14.963140407Z,{"lat":10.845435103340913,"lon":106.68209079847757}
2024-07-14T01:19:15.231062273Z,{"lat":10.845435103340913,"lon":106.68209079847757}
