time,value
2024-07-14T01:24:39.075462976Z,{"lat":10.845424589116618,"lon":106.68208831851315}
2024-07-14T01:24:40.090422388Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:41.10728862Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:42.115470312Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:43.124429665Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:44.13265665Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:45.151439938Z,{"lat":10.845426978063331,"lon":106.68208747095014}
2024-07-14T01:24:46.165345429Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:47.182944984Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:48.19147839Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:49.208778907Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:50.214426773Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:51.236990635Z,{"lat":10.845426991815138,"lon":106.68208718998206}
2024-07-14T01:24:52.230524371Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:53.231390678Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:54.255188216Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:55.283885267Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:56.295466382Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:57.295687841Z,{"lat":10.845433715258022,"lon":106.68208590466523}
2024-07-14T01:24:58.316025903Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:24:59.315966056Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:25:00.335930025Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:25:01.36171027Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:25:02.359048301Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:25:03.359068553Z,{"lat":10.845456494868413,"lon":106.68208303790722}
2024-07-14T01:25:04.385484625Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:05.39707974Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:06.393742552Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:07.421353792Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:08.419930499Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:09.445734886Z,{"lat":10.845427856058683,"lon":106.68208847129262}
2024-07-14T01:25:10.463564986Z,{"lat":10.845433247182633,"lon":106.68208591751946}
2024-07-14T01:25:11.474128737Z,{"lat":10.845433247182633,"lon":106.68208591751946}
2024-07-14T01:25:12.494442327Z,{"lat":10.845433247182633,"lon":106.68208591751946}
2024-07-14T01:25:13.512299382Z,{"lat":10.845433247182633,"lon":106.68208591751946}
2024-07-14T01:25:14.527183223Z,{"lat":10.845433247182633,"lon":106.68208591751946}
2024-07-14T01:25:15.548403656Z,{"lat":10.845441693737454,"lon":106.68208349110245}
2024-07-14T01:25:16.542249875Z,{"lat":10.845427680555055,"lon":106.68208796994261}
2024-07-14T01:25:17.55927133Z,{"lat":10.845427680555055,"lon":106.68208796994261}
2024-07-14T01:25:18.565596053Z,{"lat":10.845427680555055,"lon":106.68208796994261}
2024-07-14T01:25:19.578505114Z,{"lat":10.845427680555055,"lon":106.68208796994261}
2024-07-14T01:25:20.591659895Z,{"lat":10.845427680555055,"lon":106.68208796994261}
2024-07-14T01:25:21.599425554Z,{"lat":10.84543896887378,"lon":106.68208463570548}
2024-07-14T01:25:22.616484145Z,{"lat":10.845398850361223,"lon":106.68206156552087}
2024-07-14T01:25:23.81885999Z,{"lat":10.845398850361223,"lon":106.68206156552087}
2024-07-14T01:25:24.642620901Z,{"lat":10.845398850361223,"lon":106.68206156552087}
2024-07-14T01:25:25.648620029Z,{"lat":10.845398850361223,"lon":106.68206156552087}
2024-07-14T01:25:26.666555998Z,{"lat":10.845398850361223,"lon":106.68206156552087}
2024-07-14T01:25:27.673627431Z,{"lat":10.845424276127847,"lon":106.682070456069}
2024-07-14T01:25:28.698581785Z,{"lat":10.84543098051468,"lon":106.68208393573035}
2024-07-14T01:25:29.72373877Z,{"lat":10.84543098051468,"lon":106.68208393573035}
2024-07-14T01:25:30.73200839Z,{"lat":10.84543098051468,"lon":106.68208393573035}
2024-07-14T01:25:31.734869963Z,{"lat":10.84543098051468,"lon":106.68208393573035}
2024-07-14T01:25:32.747031567Z,{"lat":10.84543098051468,"lon":106.68208393573035}
2024-07-14T01:25:33.865828887Z,{"lat":10.845444709510014,"lon":106.68208492220386}
2024-07-14T01:25:34.794851961Z,{"lat":10.845430367887005,"lon":106.68209085013436}
2024-07-14T01:25:35.79292772Z,{"lat":10.845430367887005,"lon":106.68209085013436}
2024-07-14T01:25:36.812016792Z,{"lat":10.845430367887005,"lon":106.68209085013436}
2024-07-14T01:25:37.828938713Z,{"lat":10.845430367887005,"lon":106.68209085013436}
2024-07-14T01:25:38.850756843Z,{"lat":10.845430367887005,"lon":106.68209085013436}
2024-07-14T01:25:39.865000092Z,{"lat":10.845443474614626,"lon":106.68208807738152}
2024-07-14T01:25:40.880233998Z,{"lat":10.84540131717875,"lon":106.68207870957248}
2024-07-14T01:25:41.888287056Z,{"lat":10.84540131717875,"lon":106.68207870957248}
2024-07-14T01:25:42.880265536Z,{"lat":10.84540131717875,"lon":106.68207870957248}
2024-07-14T01:25:43.897407625Z,{"lat":10.84540131717875,"lon":106.68207870957248}
2024-07-14T01:25:44.912235606Z,{"lat":10.84540131717875,"lon":106.68207870957248}
2024-07-14T01:25:46.03307005Z,{"lat":10.845427572832675,"lon":106.6820805811244}
2024-07-14T01:25:46.934119067Z,{"lat":10.845452884175463,"lon":106.68208266963197}
2024-07-14T01:25:47.954226089Z,{"lat":10.845452884175463,"lon":106.68208266963197}
2024-07-14T01:25:48.965301713Z,{"lat":10.845452884175463,"lon":106.68208266963197}
2024-07-14T01:25:49.973566338Z,{"lat":10.845452884175463,"lon":106.68208266963197}
2024-07-14T01:25:51.013342763Z,{"lat":10.845452884175463,"lon":106.68208266963197}
2024-07-14T01:25:52.025654622Z,{"lat":10.845457434765654,"lon":106.68208319486669}
2024-07-14T01:25:53.029636252Z,{"lat":10.845429533476391,"lon":106.6820874922313}
2024-07-14T01:25:54.049214548Z,{"lat":10.845429533476391,"lon":106.6820874922313}
2024-07-14T01:25:55.070212074Z,{"lat":10.845429533476391,"lon":106.6820874922313}
2024-07-14T01:25:56.084238169Z,{"lat":10.845429533476391,"lon":106.6820874922313}
2024-07-14T01:25:57.098335877Z,{"lat":10.845429533476391,"lon":106.6820874922313}
2024-07-14T01:25:58.129730567Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:25:59.132759708Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:26:00.149779458Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:26:01.179505849Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:26:02.17763444Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:26:03.186965947Z,{"lat":10.84542629286334,"lon":106.68208821153364}
2024-07-14T01:26:04.216529524Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:05.219477787Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:06.245601229Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:07.273711472Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:08.279857271Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:09.286045409Z,{"lat":10.845425224186632,"lon":106.68208818672744}
2024-07-14T01:26:10.317682108Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:11.319923339Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:12.353956518Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:13.368605736Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:14.38299635Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:15.405071793Z,{"lat":10.845424699865188,"lon":106.6820844790774}
2024-07-14T01:26:16.420811296Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:17.433909833Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:18.447956063Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:19.466163562Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:20.482559685Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:21.502201862Z,{"lat":10.845434817593135,"lon":106.68208656601969}
2024-07-14T01:26:22.52901009Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:23.512162064Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:24.531461448Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:25.548310256Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:26.549569647Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:27.566163781Z,{"lat":10.845427292849948,"lon":106.68208800326963}
2024-07-14T01:26:28.582352018Z,{"lat":10.845430264012169,"lon":106.68208130566207}
2024-07-14T01:26:29.59833482Z,{"lat":10.845430264012169,"lon":106.68208130566207}
2024-07-14T01:26:30.597384312Z,{"lat":10.845430264012169,"lon":106.68208130566207}
2024-07-14T01:26:31.615980437Z,{"lat":10.845430264012169,"lon":106.68208130566207}
2024-07-14T01:26:32.637286263Z,{"lat":10.845430264012169,"lon":106.68208130566207}
2024-07-14T01:26:33.634361361Z,{"lat":10.845442425285135,"lon":106.68208108730639}
2024-07-14T01:26:34.65713084Z,{"lat":10.845425795572304,"lon":106.682087568399}
2024-07-14T01:26:35.663634385Z,{"lat":10.845425795572304,"lon":106.682087568399}
2024-07-14T01:26:36.681459311Z,{"lat":10.845425795572304,"lon":106.682087568399}
2024-07-14T01:26:37.684976172Z,{"lat":10.845425795572304,"lon":106.682087568399}
2024-07-14T01:26:38.700467506Z,{"lat":10.845425795572304,"lon":106.682087568399}
2024-07-14T01:26:39.716631735Z,{"lat":10.845439836821598,"lon":106.68208493031788}
2024-07-14T01:26:40.729669571Z,{"lat":10.845434328259579,"lon":106.68208583622646}
2024-07-14T01:26:41.748111317Z,{"lat":10.845434328259579,"lon":106.68208583622646}
2024-07-14T01:26:42.749495385Z,{"lat":10.845434328259579,"lon":106.68208583622646}
2024-07-14T01:26:43.752658942Z,{"lat":10.845434328259579,"lon":106.68208583622646}
2024-07-14T01:26:44.767064899Z,{"lat":10.845434328259579,"lon":106.68208583622646}
2024-07-14T01:26:45.873709962Z,{"lat":10.845444748625395,"lon":106.68208370497922}
2024-07-14T01:26:46.783617961Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:47.808024112Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:48.814519205Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:49.849041169Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:50.884931602Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:51.870780986Z,{"lat":10.845428652791977,"lon":106.68208753819303}
2024-07-14T01:26:52.893990391Z,{"lat":10.845443510498649,"lon":106.68208370705355}
2024-07-14T01:26:53.880808143Z,{"lat":10.84542643013551,"lon":106.68208830038712}
2024-07-14T01:26:54.89906891Z,{"lat":10.84542643013551,"lon":106.68208830038712}
2024-07-14T01:26:55.964474801Z,{"lat":10.84542643013551,"lon":106.68208830038712}
2024-07-14T01:26:56.932885113Z,{"lat":10.845427674501135,"lon":106.68208806348645}
2024-07-14T01:26:57.948955646Z,{"lat":10.845427674501135,"lon":106.68208806348645}
2024-07-14T01:26:58.955692026Z,{"lat":10.845426397544722,"lon":106.68208817957213}
2024-07-14T01:26:59.964069793Z,{"lat":10.845426397544722,"lon":106.68208817957213}
2024-07-14T01:27:00.964990214Z,{"lat":10.845426397544722,"lon":106.68208817957213}
2024-07-14T01:27:01.982971761Z,{"lat":10.845426397544722,"lon":106.68208817957213}
2024-07-14T01:27:02.987365572Z,{"lat":10.845426397544722,"lon":106.68208817957213}
2024-07-14T01:27:04.02796753Z,{"lat":10.845438883134085,"lon":106.68208492712695}
2024-07-14T01:27:05.018300317Z,{"lat":10.845425140109892,"lon":106.68208799436624}
2024-07-14T01:27:06.0212565Z,{"lat":10.845425140109892,"lon":106.68208799436624}
2024-07-14T01:27:07.022901175Z,{"lat":10.845425140109892,"lon":106.68208799436624}
2024-07-14T01:27:08.04311676Z,{"lat":10.845425140109892,"lon":106.68208799436624}
2024-07-14T01:27:09.034185746Z,{"lat":10.845425140109892,"lon":106.68208799436624}
2024-07-14T01:27:10.048680815Z,{"lat":10.845439286476683,"lon":106.68208448264366}
2024-07-14T01:27:11.059927987Z,{"lat":10.845427785200316,"lon":106.68208746062051}
2024-07-14T01:27:12.083431784Z,{"lat":10.845427785200316,"lon":106.68208746062051}
2024-07-14T01:27:13.105422363Z,{"lat":10.845427785200316,"lon":106.68208746062051}
2024-07-14T01:27:14.11844278Z,{"lat":10.845427785200316,"lon":106.68208746062051}
2024-07-14T01:27:15.138908833Z,{"lat":10.845427785200316,"lon":106.68208746062051}
2024-07-14T01:27:16.134119373Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:17.154671318Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:18.179590983Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:19.185823007Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:20.203672766Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:21.216745741Z,{"lat":10.845428109891337,"lon":106.68208735269867}
2024-07-14T01:27:22.217257813Z,{"lat":10.845441270697512,"lon":106.68208401698725}
2024-07-14T01:27:23.233679626Z,{"lat":10.845408674601824,"lon":106.68208292717712}
2024-07-14T01:27:24.252083941Z,{"lat":10.845408674601824,"lon":106.68208292717712}
2024-07-14T01:27:25.251155275Z,{"lat":10.845408674601824,"lon":106.68208292717712}
2024-07-14T01:27:26.269694723Z,{"lat":10.845408674601824,"lon":106.68208292717712}
2024-07-14T01:27:27.295694286Z,{"lat":10.845408674601824,"lon":106.68208292717712}
2024-07-14T01:27:28.450559436Z,{"lat":10.845424923087723,"lon":106.68208755104686}
2024-07-14T01:27:29.328074848Z,{"lat":10.845424923087723,"lon":106.68208755104686}
2024-07-14T01:27:30.426145898Z,{"lat":10.845424923087723,"lon":106.68208755104686}
2024-07-14T01:27:31.323249437Z,{"lat":10.845424923087723,"lon":106.68208755104686}
2024-07-14T01:27:32.335949438Z,{"lat":10.845424923087723,"lon":106.68208755104686}
2024-07-14T01:27:33.35382056Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:34.367222434Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:35.38562197Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:36.40351707Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:37.453884628Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:38.434968206Z,{"lat":10.845443396982787,"lon":106.68210267252054}
2024-07-14T01:27:39.445589894Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:40.451171268Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:41.451506494Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:42.470401499Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:43.486508174Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:44.506258448Z,{"lat":10.845434626692045,"lon":106.68208658094643}
2024-07-14T01:27:45.519206928Z,{"lat":10.84544511854458,"lon":106.68208489691882}
2024-07-14T01:27:46.538272633Z,{"lat":10.84544511854458,"lon":106.68208489691882}
2024-07-14T01:27:47.53309504Z,{"lat":10.84544511854458,"lon":106.68208489691882}
2024-07-14T01:27:48.538217832Z,{"lat":10.84544511854458,"lon":106.68208489691882}
2024-07-14T01:27:49.555122632Z,{"lat":10.84544511854458,"lon":106.68208489691882}
2024-07-14T01:27:50.569914063Z,{"lat":10.845449346243594,"lon":106.68208353362533}
2024-07-14T01:27:51.568925031Z,{"lat":10.845449346243594,"lon":106.68208353362533}
2024-07-14T01:27:52.569630809Z,{"lat":10.845449346243594,"lon":106.68208353362533}
2024-07-14T01:27:53.572407135Z,{"lat":10.845449346243594,"lon":106.68208353362533}
2024-07-14T01:27:54.586573626Z,{"lat":10.845449346243594,"lon":106.68208353362533}
2024-07-14T01:27:55.590436068Z,{"lat":10.845449408727452,"lon":106.68208297143792}
2024-07-14T01:27:56.595930954Z,{"lat":10.845449408727452,"lon":106.68208297143792}
2024-07-14T01:27:57.627461698Z,{"lat":10.845449408727452,"lon":106.68208297143792}
2024-07-14T01:27:58.646614162Z,{"lat":10.845449408727452,"lon":106.68208297143792}
2024-07-14T01:27:59.640030679Z,{"lat":10.845449408727452,"lon":106.68208297143792}
2024-07-14T01:28:00.642078966Z,{"lat":10.845448526029813,"lon":106.68208277892013}
2024-07-14T01:28:01.654941163Z,{"lat":10.845448526029813,"lon":106.68208277892013}
2024-07-14T01:28:02.676608731Z,{"lat":10.845448526029813,"lon":106.68208277892013}
2024-07-14T01:28:03.685948887Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:05.248480262Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:05.704671652Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:06.719092474Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:07.73211419Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:08.757787528Z,{"lat":10.845440159603038,"lon":106.68208289942079}
2024-07-14T01:28:09.755046449Z,{"lat":10.845427812529069,"lon":106.68208764117769}
2024-07-14T01:28:10.771248101Z,{"lat":10.845427812529069,"lon":106.68208764117769}
2024-07-14T01:28:11.772151966Z,{"lat":10.845427812529069,"lon":106.68208764117769}
2024-07-14T01:28:12.775335215Z,{"lat":10.845427812529069,"lon":106.68208764117769}
2024-07-14T01:28:13.789957257Z,{"lat":10.845427812529069,"lon":106.68208764117769}
2024-07-14T01:28:14.841904279Z,{"lat":10.845435163837557,"lon":106.68208551451806}
2024-07-14T01:28:15.819789481Z,{"lat":10.845453565151404,"lon":106.68208269039687}
2024-07-14T01:28:16.837988634Z,{"lat":10.845453565151404,"lon":106.68208269039687}
2024-07-14T01:28:17.838258561Z,{"lat":10.845453565151404,"lon":106.68208269039687}
2024-07-14T01:28:18.855077301Z,{"lat":10.845453565151404,"lon":106.68208269039687}
2024-07-14T01:28:19.872601737Z,{"lat":10.845453565151404,"lon":106.68208269039687}
2024-07-14T01:28:20.881475012Z,{"lat":10.84545080264004,"lon":106.68208239792018}
2024-07-14T01:28:21.88952097Z,{"lat":10.845428218273575,"lon":106.68208737897223}
2024-07-14T01:28:22.893224219Z,{"lat":10.845428218273575,"lon":106.68208737897223}
2024-07-14T01:28:23.912513568Z,{"lat":10.845428218273575,"lon":106.68208737897223}
2024-07-14T01:28:24.922893478Z,{"lat":10.845428218273575,"lon":106.68208737897223}
2024-07-14T01:28:25.930531548Z,{"lat":10.845428218273575,"lon":106.68208737897223}
2024-07-14T01:28:27.021249688Z,{"lat":10.84543602007667,"lon":106.68208508187986}
2024-07-14T01:28:27.976502593Z,{"lat":10.8454244714852,"lon":106.6820876234992}
2024-07-14T01:28:28.99040492Z,{"lat":10.8454244714852,"lon":106.6820876234992}
2024-07-14T01:28:30.007363236Z,{"lat":10.8454244714852,"lon":106.6820876234992}
2024-07-14T01:28:31.012720681Z,{"lat":10.8454244714852,"lon":106.6820876234992}
2024-07-14T01:28:32.023495807Z,{"lat":10.8454244714852,"lon":106.6820876234992}
2024-07-14T01:28:33.03974033Z,{"lat":10.845435701418893,"lon":106.68208486892614}
2024-07-14T01:28:34.062592129Z,{"lat":10.845452254669242,"lon":106.6821144592008}
2024-07-14T01:28:35.071809752Z,{"lat":10.845452254669242,"lon":106.6821144592008}
2024-07-14T01:28:36.074521001Z,{"lat":10.845452254669242,"lon":106.6821144592008}
2024-07-14T01:28:37.089728616Z,{"lat":10.845452254669242,"lon":106.6821144592008}
2024-07-14T01:28:38.107680943Z,{"lat":10.845452254669242,"lon":106.6821144592008}
2024-07-14T01:28:39.124892359Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:40.144708021Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:41.139922666Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:42.152134236Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:43.158860216Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:44.173943246Z,{"lat":10.845435832020444,"lon":106.68208772006804}
2024-07-14T01:28:45.181656301Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:46.188691893Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:47.194717396Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:48.209963743Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:49.224135522Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:50.257040366Z,{"lat":10.845404467356694,"lon":106.68209683798473}
2024-07-14T01:28:51.255871501Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:52.263933872Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:53.320199301Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:54.416652073Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:55.298227235Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:56.291218005Z,{"lat":10.84542452963413,"lon":106.68208802673828}
2024-07-14T01:28:57.333232225Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:28:59.075087526Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:28:59.370685647Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:29:00.381437379Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:29:01.388268684Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:29:02.415576135Z,{"lat":10.845439741870686,"lon":106.68208857329343}
2024-07-14T01:29:03.418488407Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:04.461246993Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:06.1654106Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:06.47736237Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:07.500509403Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:08.502273549Z,{"lat":10.84543387918253,"lon":106.68208585797592}
2024-07-14T01:29:09.558213141Z,{"lat":10.8454291103288,"lon":106.68207481347712}
2024-07-14T01:29:10.526963176Z,{"lat":10.8454291103288,"lon":106.68207481347712}
2024-07-14T01:29:11.54193543Z,{"lat":10.8454291103288,"lon":106.68207481347712}
2024-07-14T01:29:12.559646781Z,{"lat":10.8454291103288,"lon":106.68207481347712}
2024-07-14T01:29:13.563633645Z,{"lat":10.8454291103288,"lon":106.68207481347712}
2024-07-14T01:29:14.57457049Z,{"lat":10.845440551507604,"lon":106.68207673539227}
2024-07-14T01:29:15.584054761Z,{"lat":10.84543419735476,"lon":106.68208465669953}
2024-07-14T01:29:16.615844657Z,{"lat":10.84543419735476,"lon":106.68208465669953}
2024-07-14T01:29:17.631530468Z,{"lat":10.84543419735476,"lon":106.68208465669953}
2024-07-14T01:29:18.638890149Z,{"lat":10.84543419735476,"lon":106.68208465669953}
2024-07-14T01:29:19.669953185Z,{"lat":10.84543419735476,"lon":106.68208465669953}
2024-07-14T01:29:20.676939124Z,{"lat":10.84544350978379,"lon":106.68208343733369}
2024-07-14T01:29:21.693986378Z,{"lat":10.845439612796545,"lon":106.68208315321972}
2024-07-14T01:29:22.712288687Z,{"lat":10.845439612796545,"lon":106.68208315321972}
2024-07-14T01:29:23.817873493Z,{"lat":10.845439612796545,"lon":106.68208315321972}
2024-07-14T01:29:24.730673422Z,{"lat":10.845439612796545,"lon":106.68208315321972}
2024-07-14T01:29:25.748941958Z,{"lat":10.845439612796545,"lon":106.68208315321972}
2024-07-14T01:29:26.851838075Z,{"lat":10.845446014743445,"lon":106.68208264477764}
2024-07-14T01:29:27.773807407Z,{"lat":10.845466798492925,"lon":106.682079964244}
2024-07-14T01:29:28.795254664Z,{"lat":10.845466798492925,"lon":106.682079964244}
2024-07-14T01:29:29.80821059Z,{"lat":10.845466798492925,"lon":106.682079964244}
2024-07-14T01:29:30.812099257Z,{"lat":10.845466798492925,"lon":106.682079964244}
2024-07-14T01:29:31.828221189Z,{"lat":10.845466798492925,"lon":106.682079964244}
2024-07-14T01:29:32.829408505Z,{"lat":10.84545968853265,"lon":106.68208110430429}
2024-07-14T01:29:33.856139798Z,{"lat":10.845401078155353,"lon":106.6821025600672}
2024-07-14T01:29:34.850141634Z,{"lat":10.845401078155353,"lon":106.6821025600672}
2024-07-14T01:29:35.876389052Z,{"lat":10.845401078155353,"lon":106.6821025600672}
2024-07-14T01:29:36.900987227Z,{"lat":10.845401078155353,"lon":106.6821025600672}
2024-07-14T01:29:37.913234023Z,{"lat":10.845401078155353,"lon":106.6821025600672}
2024-07-14T01:29:38.994020329Z,{"lat":10.845421605582798,"lon":106.68209348725046}
2024-07-14T01:29:39.927889996Z,{"lat":10.845424761963368,"lon":106.68208858501261}
2024-07-14T01:29:40.941796439Z,{"lat":10.845424761963368,"lon":106.68208858501261}
2024-07-14T01:29:41.943633445Z,{"lat":10.845424761963368,"lon":106.68208858501261}
2024-07-14T01:29:42.965632359Z,{"lat":10.845424761963368,"lon":106.68208858501261}
2024-07-14T01:29:43.977508612Z,{"lat":10.845424761963368,"lon":106.68208858501261}
2024-07-14T01:29:45.023424987Z,{"lat":10.845438637208654,"lon":106.68208406589397}
2024-07-14T01:29:45.991321365Z,{"lat":10.845433694322686,"lon":106.68208591121868}
2024-07-14T01:29:47.010372232Z,{"lat":10.845433694322686,"lon":106.68208591121868}
2024-07-14T01:29:48.017492525Z,{"lat":10.845433694322686,"lon":106.68208591121868}
2024-07-14T01:29:49.029353724Z,{"lat":10.845433694322686,"lon":106.68208591121868}
2024-07-14T01:29:50.035724502Z,{"lat":10.845433694322686,"lon":106.68208591121868}
2024-07-14T01:29:51.042795527Z,{"lat":10.845463267314845,"lon":106.68211483835651}
2024-07-14T01:29:52.059762898Z,{"lat":10.845463267314845,"lon":106.68211483835651}
2024-07-14T01:29:53.062342913Z,{"lat":10.845463267314845,"lon":106.68211483835651}
